Filename,Generated Description,True Category,Predicted Category,Max Similarity,Match
audio/shopping_mall-lisbon-1176-45292-a.wav,This is the sound of an urban environment during the daytime. There is the hum of a bus passing by and the background noise of people talking and footsteps.,shopping_mall,bus,0.4247687,No
audio/park-stockholm-101-2873-a.wav,This is a recording of birds chirping in a forest.,park,park,0.17165151,Yes
audio/street_pedestrian-lisbon-1098-43541-a.wav,This is a live recording. There is a crowd in the distance murmuring softly. A jazz band can be heard playing in the background with a saxophone solo in the foreground. The atmosphere is lively yet quiet at the same time.,street_pedestrian,bus,0.22235237,No
audio/metro-prague-1113-42286-a.wav,It is the sound of a vehicle engine idling.,metro,bus,0.20264968,No
audio/metro-lyon-1149-42577-a.wav,People are murmuring in the distance.,metro,street_traffic,0.20463398,No
audio/bus-milan-1154-41234-a.wav,An engine is idling nearby.,bus,bus,0.26861513,Yes
audio/tram-lisbon-1035-40155-a.wav,This is the sound of a train moving on railroad tracks passing by.,tram,tram,0.31407827,Yes
audio/shopping_mall-lyon-1196-44307-a.wav,This is a low quality recording with ambient noise of people talking in the background. There is also the sound of a vehicle engine idling.,shopping_mall,street_traffic,0.23200595,No
audio/metro_station-london-69-2026-a.wav,"This is the sound of a crowd in a restaurant. There are multiple people talking with each other, and some of them are men while others are women. The atmosphere sounds lively and social.",metro_station,bus,0.23511288,No
audio/metro_station-london-76-2108-a.wav,It is the sound of a subway train running on railroad tracks passing by.,metro_station,metro_station,0.3506394,Yes
audio/street_traffic-barcelona-162-4963-a.wav,It is an ambient experimental electronic piece creating a dark meditative soundscape with a synthesizer and a guitar.,street_traffic,tram,0.14207762,No
audio/park-milan-1063-43680-a.wav,The sound is of a car engine idling loudly.,park,bus,0.20617494,No
audio/tram-lyon-1103-41892-a.wav,This is the sound of a cash register being used.,tram,street_traffic,0.23455736,No
audio/shopping_mall-paris-132-3992-a.wav,This is the sound of people walking in a crowded area.,shopping_mall,street_traffic,0.29051656,No
audio/airport-lyon-1169-45628-a.wav,This is a sound of a horse and carriage.,airport,bus,0.3408596,No
audio/park-milan-1063-41127-a.wav,The sound is of a car engine idling loudly.,park,bus,0.20617494,No
audio/street_traffic-helsinki-164-5033-a.wav,The low quality recording features a vehicle engine revving and tires squealing as a bus approaches and passes by. There are some birds chirping in the background. It sounds like it was recorded with a phone.,street_traffic,street_traffic,0.2565857,Yes
audio/metro-lisbon-1119-40339-a.wav,"This is an experimental ambient electronic piece with synthesizers and a drum machine. The atmosphere is dark and soundscape-like, suitable for a film soundtrack.",metro,airport,0.17564833,No
audio/metro-barcelona-220-6661-a.wav,It is the sound of an elevator moving between floors.,metro,tram,0.35768062,No
audio/shopping_mall-lyon-1066-42185-a.wav,"It is the sound of people walking in a large open area, such as an arena or airport.",shopping_mall,airport,0.39385864,No
audio/airport-stockholm-207-6309-a.wav,A crowd of people are murmuring in the distance.,airport,street_traffic,0.1932273,No
audio/metro_station-london-73-2070-a.wav,An electric rotor drone is flying in the air.,metro_station,airport,0.15000132,No
audio/metro-helsinki-45-1364-a.wav,"It is the sound of rail transport, a subway or metro.",metro,metro,0.47092462,Yes
audio/airport-milan-1061-41111-a.wav,"This is the sound of a non-motorized land vehicle, specifically a skateboard, being used on a hard surface, possibly a street.",airport,street_traffic,0.31833798,No
audio/metro_station-lisbon-1020-42471-a.wav,It is the sound of an engine idling loudly.,metro_station,bus,0.20919272,No
audio/shopping_mall-milan-1049-42191-a.wav,"A large, busy room such as a kitchen or a bar.",shopping_mall,bus,0.35191184,No
audio/shopping_mall-barcelona-126-3754-a.wav,It is a crowded indoor environment where people are having conversations.,shopping_mall,street_pedestrian,0.2784159,No
audio/metro-prague-1016-42329-a.wav,It is the sound of a train moving on railroad tracks passing by and a bell ringing.,metro,bus,0.28681138,No
audio/airport-lisbon-1175-45732-a.wav,"This is the sound of a non-motorized land vehicle, possibly a bicycle, with a chain-driven mechanism.",airport,bus,0.22872749,No
audio/park-lyon-1060-43640-a.wav,"This is a recording of a park. There are children playing, birds chirping, and people walking by.",park,park,0.45204902,Yes
audio/park-london-95-2650-a.wav,The sound is of birds chirping in the distance.,park,street_traffic,0.117179394,No
audio/tram-vienna-200-6014-a.wav,It is the sound of a bus moving on the road.,tram,bus,0.6366615,No
audio/metro_station-barcelona-229-6891-a.wav,The sound is that of a train passing by quickly.,metro_station,bus,0.3068251,No
audio/metro_station-prague-1019-44023-a.wav,residential area,metro_station,park,0.3877824,No
audio/public_square-london-114-3317-a.wav,This is the recording of a magic trick performance. There is a male magician speaking in an instructive manner over the sound of audience members murmuring in the background.,public_square,street_traffic,0.14763165,No
audio/metro_station-lisbon-1221-44551-a.wav,It is the sound of a vehicle engine idling.,metro_station,bus,0.20264968,No
audio/metro_station-stockholm-84-2269-a.wav,"It is an ambient experimental electronic piece creating a dark meditative soundscape with synthesizer and bass, drums in the background, and an electric guitar.",metro_station,tram,0.14368984,No
audio/tram-prague-1189-45367-a.wav,It is the sound of a bus moving and stopping.,tram,bus,0.57458735,No
audio/park-barcelona-90-2491-a.wav,The sound is of birds chirping and a gun firing.,park,street_traffic,0.088271014,No
audio/park-prague-1092-43090-a.wav,This is the sound of a car driving on a wet road.,park,street_traffic,0.38847244,No
audio/tram-london-189-5823-a.wav,This is the sound of a bus moving on the road.,tram,bus,0.67720354,No
audio/metro-paris-54-1598-a.wav,It is the sound of a subway train running on railroad tracks passing by.,metro,metro_station,0.3506394,No
audio/street_pedestrian-paris-265-8036-a.wav,"This is a low quality, noisy recording of people talking in a large room.",street_pedestrian,public_square,0.15589955,No
audio/park-lisbon-1104-40699-a.wav,This is a sound from a park.,park,park,0.6012045,Yes
audio/metro_station-stockholm-85-2318-a.wav,It is a telephone ringtone.,metro_station,metro_station,0.23978853,Yes
audio/street_pedestrian-vienna-160-4893-a.wav,This is the sound of a crowd in a public space.,street_pedestrian,public_square,0.3972345,No
audio/metro_station-stockholm-239-7096-a.wav,"This is the sound of someone walking through a crowded area. There are many people talking and moving around, creating a bustling environment.",metro_station,street_pedestrian,0.2901954,No
audio/metro-lisbon-1148-42566-a.wav,"An electronic hum is ongoing, and there are several instances of a woman speaking.",metro,airport,0.089674786,No
audio/tram-helsinki-276-8417-a.wav,It is the sound of a vehicle engine idling.,tram,bus,0.20264968,No
audio/airport-milan-1172-45505-a.wav,This is the sound of people talking in a crowded indoor location such as a mall or a busy restaurant.,airport,shopping_mall,0.29363573,No
audio/airport-milan-1061-40679-a.wav,residential area,airport,park,0.3877824,No
audio/street_pedestrian-lisbon-1098-41536-a.wav,This is the sound of a crowded indoor location.,street_pedestrian,street_pedestrian,0.29029495,Yes
audio/metro-london-48-1457-a.wav,It is the sound of a train moving on a railroad from a distance.,metro,tram,0.28919324,No
audio/park-milan-1164-45093-a.wav,Crickets chirping in the distance.,park,tram,0.178459,No
audio/metro_station-lyon-1167-45706-a.wav,It is the sound of a vehicle engine idling.,metro_station,bus,0.20264968,No
audio/tram-milan-1134-42095-a.wav,This is the sound of an elevator in a building.,tram,tram,0.32527286,Yes
audio/airport-lisbon-1000-40342-a.wav,A crowd is murmuring in the distance.,airport,street_traffic,0.23616481,No
audio/park-lyon-1188-44385-a.wav,This is the sound of a car driving on a gravel road.,park,street_traffic,0.4261276,No
audio/metro-lisbon-1119-43117-a.wav,It is the sound of an airplane engine chugging and running throughout the duration of the clip.,metro,tram,0.13540202,No
audio/airport-helsinki-3-140-a.wav,It is the sound of people murmuring in a crowded indoor location.,airport,street_pedestrian,0.22025968,No
audio/street_pedestrian-stockholm-157-4777-a.wav,This is the sound of footsteps on a gravel path.,street_pedestrian,street_traffic,0.29909787,No
audio/street_traffic-vienna-178-5502-a.wav,This is the sound of a car passing by.,street_traffic,street_traffic,0.3551642,Yes
audio/street_traffic-prague-1006-42706-a.wav,The sound is of a car passing by in the distance.,street_traffic,street_traffic,0.29320484,Yes
audio/street_pedestrian-paris-154-4662-a.wav,This is a recording of a basketball game. There is a male voice commentary in the background. The sound of the ball bouncing and players running can be heard throughout the clip.,street_pedestrian,park,0.20434189,No
audio/airport-barcelona-0-8-a.wav,This is the sound of people murmuring in a crowded place.,airport,bus,0.23931281,No
audio/street_traffic-london-169-5164-a.wav,This is the sound of a car passing by at a moderate speed.,street_traffic,street_traffic,0.32216996,Yes
audio/airport-barcelona-203-6136-a.wav,This is the sound of people walking in a crowded area.,airport,street_traffic,0.29051656,No
audio/tram-barcelona-179-5524-a.wav,It is the sound of a vehicle engine idling.,tram,bus,0.20264968,No
audio/metro_station-prague-1019-43303-a.wav,"This is the sound of someone walking on a hard surface, possibly a floor, and making some noise with their steps.",metro_station,street_pedestrian,0.301714,No
audio/airport-prague-1015-42736-a.wav,"This is the sound of a large, busy room such as a library or a transit area like an airport. There are many people talking and moving around.",airport,airport,0.4210397,Yes
audio/park-milan-1133-40322-a.wav,This is the sound of birds chirping in the background.,park,street_traffic,0.15240476,No
audio/bus-barcelona-210-6422-a.wav,A muffled voice is saying something in the distance.,bus,street_pedestrian,0.13418943,No
audio/street_pedestrian-paris-153-4641-a.wav,This is a recording of a crowd in a public space. The crowd is murmuring at a low volume.,street_pedestrian,public_square,0.287239,No
audio/street_pedestrian-prague-1051-42797-a.wav,"This is a recording of a large room such as a hall or a church where many people are conversing. The voices are indistinct and reverberant, indicating that the room is large and has hard surfaces that do not absorb sound well.",street_pedestrian,public_square,0.156041,No
audio/public_square-prague-1111-43798-a.wav,"A small vehicle motor is running, and it accelerates, then decelerates within the audio timeframe.",public_square,street_traffic,0.17351466,No
audio/metro_station-london-72-2059-a.wav,A woman is coughing in the distance.,metro_station,airport,0.13216737,No
audio/public_square-prague-1192-44657-a.wav,It is the sound of a vehicle engine idling.,public_square,bus,0.20264968,No
audio/street_traffic-paris-171-5247-a.wav,"
This is the sound of a car passing by at a moderate speed.",street_traffic,street_traffic,0.32216996,Yes
audio/bus-vienna-219-6600-a.wav,It is the sound of a bus moving on the road.,bus,bus,0.6366615,Yes
audio/tram-milan-1158-41382-a.wav,A vehicle engine is idling.,tram,bus,0.25669044,No
audio/street_pedestrian-milan-1080-43382-a.wav,"This is the sound of a non-motorized land vehicle, specifically a bicycle.",street_pedestrian,bus,0.24557793,No
audio/shopping_mall-paris-257-7785-a.wav,A crowd of people are murmuring in the distance.,shopping_mall,street_traffic,0.1932273,No
audio/airport-lisbon-1114-44053-a.wav,It is the sound of people talking in a crowded indoor location.,airport,street_pedestrian,0.23508038,No
audio/airport-paris-206-6275-a.wav,It is the sound of an engine idling.,airport,bus,0.17656869,No
audio/airport-london-6-279-a.wav,This is a sound from a park.,airport,park,0.6012045,No
audio/bus-milan-1115-42178-a.wav,It is the sound of an engine idling loudly.,bus,bus,0.20919272,Yes
audio/metro-helsinki-221-6692-a.wav,It is the sound of a train moving on railroad tracks passing by.,metro,tram,0.29971218,No
audio/shopping_mall-vienna-259-7873-a.wav,A crowded area with people talking.,shopping_mall,public_square,0.24260381,No
audio/metro_station-london-235-7027-a.wav,"This is a low quality, noisy recording featuring a distant, muffled female vocal talking over smooth double bass and groovy bass guitar. It sounds like it was recorded in a large room.",metro_station,public_square,0.18153366,No
audio/metro-lisbon-1121-43810-a.wav,"It is an instrumental electronic experimental piece with ambient and dark mood resembling space and soundscape including synthesizer, bass, drums, and electric guitar.",metro,metro_station,0.158308,No
audio/metro_station-vienna-87-2382-a.wav,It is the sound of an engine idling loudly.,metro_station,bus,0.20919272,No
audio/airport-stockholm-11-460-a.wav,This is the sound of a bus passing by.,airport,bus,0.66853434,No
audio/tram-vienna-201-6078-a.wav,This is the onomatopoeia sound of a rumble.,tram,bus,0.15045448,No
audio/park-lyon-1144-43979-a.wav,This is the sound of someone walking quietly on a gravel path.,park,street_pedestrian,0.37340862,No
audio/park-milan-1018-41739-a.wav,This is a recording of birds chirping in the background while a woman is speaking softly in the foreground.,park,street_traffic,0.12931283,No
audio/public_square-vienna-253-7601-a.wav,This is the sound of a crowd in a park.,public_square,park,0.55575037,No
audio/public_square-stockholm-252-7567-a.wav,This is the sound of a crowd in a public space.,public_square,public_square,0.3972345,Yes
audio/public_square-milan-1168-45687-a.wav,This is the sound of water flowing continuously.,public_square,street_traffic,0.14928828,No
audio/metro-stockholm-57-1682-a.wav,This is the recording of a telephone ringtone.,metro,metro_station,0.21422088,No
audio/shopping_mall-lyon-1066-40814-a.wav,This is the sound of a store.,shopping_mall,shopping_mall,0.4761369,Yes
audio/airport-vienna-14-590-a.wav,"This is the sound of someone walking through a very quiet area, such as a library or a museum, and moving some papers or documents around.",airport,street_pedestrian,0.24012348,No
audio/public_square-prague-1152-40916-a.wav,A woman is speaking softly in a crowded room.,public_square,public_square,0.06461863,Yes
audio/street_pedestrian-prague-1037-43980-a.wav,A crowd of people are having a quiet conversation.,street_pedestrian,public_square,0.15631348,No
audio/airport-paris-9-384-a.wav,It is the sound of a crowd in a large room such as a hall or auditorium.,airport,public_square,0.19137186,No
audio/tram-helsinki-182-5649-a.wav,This is a recording of a library environment where people are talking quietly. There is also the sound of a car engine running in the background.,tram,bus,0.2748031,No
audio/public_square-london-250-7482-a.wav,This is the sound of feet walking on a wet road.,public_square,street_pedestrian,0.33796185,No
audio/tram-stockholm-199-6003-a.wav,"This audio contains a dark and meditative ambient piece suitable for a film score with synthesizers, piano, bass, and drums.",tram,metro_station,0.121391006,No
audio/shopping_mall-helsinki-128-3816-a.wav,This is a sound from a video game.,shopping_mall,tram,0.19012246,No
audio/street_pedestrian-lyon-1072-42958-a.wav,The sound is of a crowd in a large room such as a hall or auditorium.,street_pedestrian,public_square,0.1898679,No
audio/park-lyon-1060-41493-a.wav,It is the sound of wind blowing softly and quietly throughout the entire duration of the audio.,park,airport,0.062094674,No
audio/park-paris-244-7273-a.wav,This is a low quality recording of birds chirping in the background while a toddler is playing in the foreground.,park,street_traffic,0.16783558,No
audio/airport-lyon-1169-44434-a.wav,"This is the sound of a large crowd of people walking and talking, possibly in a busy public space such as a city center or a transportation hub like a train station or airport.",airport,airport,0.32765418,Yes
audio/park-helsinki-242-7209-a.wav,This is an amateur recording of birds chirping and a dog barking in the background.,park,street_traffic,0.18460059,No
audio/public_square-milan-1044-43872-a.wav,This is the sound of a city.,public_square,metro,0.3538997,No
audio/metro-lyon-1201-45023-a.wav,An engine is idling.,metro,bus,0.23057815,No
audio/park-lisbon-1052-43450-a.wav,Crickets chirping quietly.,park,street_traffic,0.12243897,No
audio/metro-vienna-59-1776-a.wav,It is the sound of a train moving on railroad tracks passing by and a long blow of a horn.,metro,tram,0.251394,No
audio/airport-paris-9-379-a.wav,"This is the sound of an urban environment, specifically a crowded area with people talking and moving around. There is also the sound of a vehicle, possibly a bus, with its engine idling.",airport,bus,0.40721452,No
audio/airport-lisbon-1122-42281-a.wav,residential area,airport,park,0.3877824,No
audio/bus-helsinki-19-748-a.wav,A boat motor runs and wind blows into a microphone.,bus,bus,0.13908984,Yes
audio/public_square-vienna-122-3602-a.wav,This is a recording of birds chirping in a forest.,public_square,park,0.17165151,No
audio/street_pedestrian-barcelona-261-7924-a.wav,residential area,street_pedestrian,park,0.3877824,No
audio/tram-vienna-201-6085-a.wav,There is a low sounding mechanical noise accompanied by some distant murmuring.,tram,bus,0.13284379,No
audio/bus-london-24-868-a.wav,The sound is of a vehicle on the road.,bus,street_traffic,0.4122759,No
audio/shopping_mall-barcelona-254-7625-a.wav,It is the sound of an engine idling.,shopping_mall,bus,0.17656869,No
audio/bus-london-213-6491-a.wav,"A vehicle engine is idling, and people are murmuring in the distance.",bus,bus,0.31084466,Yes
audio/street_pedestrian-stockholm-266-8086-a.wav,This is the sound of an urban environment during the day.,street_pedestrian,street_traffic,0.29247814,No
audio/bus-vienna-39-1162-a.wav,It is the sound of a bus moving on the road.,bus,bus,0.6366615,Yes
audio/bus-barcelona-17-692-a.wav,This is the sound of a bus moving and stopping.,bus,bus,0.63095593,Yes
audio/park-lyon-1144-40625-a.wav,This is a recording of a park. There are sounds of birds chirping lightly throughout the entire clip.,park,park,0.36170116,Yes
audio/street_traffic-lisbon-1067-41198-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking.",street_traffic,bus,0.41334733,No
audio/metro-milan-1143-41159-a.wav,This is the sound of a train running on railroad tracks passing by.,metro,tram,0.31796256,No
audio/shopping_mall-helsinki-255-7654-a.wav,This is a low fidelity recording of ambient noise in a city environment. There is a crowd in the distance and the ambience of a busy place.,shopping_mall,street_traffic,0.30946767,No
audio/metro_station-prague-1118-42918-a.wav,It is the sound of an engine idling.,metro_station,bus,0.17656869,No
audio/bus-lyon-1073-43518-a.wav,It is the sound of a bus running on a bus route.,bus,bus,0.6266185,Yes
audio/public_square-london-113-3291-a.wav,This is the sound of a crowd in a public space.,public_square,public_square,0.3972345,Yes
audio/tram-lisbon-1046-42595-a.wav,The sound is of a bus running on the road.,tram,bus,0.64391255,No
audio/shopping_mall-milan-1084-41353-a.wav,"A large, busy room such as a kitchen or a bar.",shopping_mall,bus,0.35191184,No
audio/shopping_mall-barcelona-127-3780-a.wav,"This is the sound of a large indoor space, likely a museum or a shopping center, with several people around.",shopping_mall,shopping_mall,0.3372302,Yes
audio/shopping_mall-paris-257-7778-a.wav,This is a recording of a large indoor space such as a school or train station where many people are talking.,shopping_mall,metro_station,0.33073056,No
audio/airport-london-6-284-a.wav,This is a sound from a park.,airport,park,0.6012045,No
audio/shopping_mall-lisbon-1125-41718-a.wav,cafe,shopping_mall,park,0.46855143,No
audio/metro-milan-1143-43502-a.wav,It is the sound of a train moving on railroad tracks passing by.,metro,tram,0.29971218,No
audio/park-helsinki-94-2604-a.wav,A dog barks and people chatter in the distance.,park,bus,0.15139787,No
audio/tram-lisbon-1191-44398-a.wav,This is the sound of a bus moving on the road with its window down.,tram,bus,0.5800948,No
audio/metro_station-helsinki-66-1977-a.wav,It is the background sound of a library.,metro_station,bus,0.2339991,No
audio/street_traffic-barcelona-268-8133-a.wav,This is the recording of an urban environment. There is a car driving by and a bird chirping in the background.,street_traffic,street_traffic,0.33755213,Yes
audio/street_traffic-helsinki-166-5088-a.wav,It is the sound of a vehicle engine idling.,street_traffic,bus,0.20264968,No
audio/airport-london-205-6225-a.wav,This is a recording of a park. There are people walking and talking in the distance while birds chirp in the background.,airport,park,0.4472556,No
audio/bus-lisbon-1128-43215-a.wav,This is the sound of a bus running on the road with people murmuring in the background.,bus,bus,0.5996493,Yes
audio/shopping_mall-stockholm-135-4073-a.wav,"A low fidelity live recording of a hip hop beat with a drum machine playing a simple beat and a e-piano playing a repeated chord progression. In the background, a crowd can be heard murmuring.",shopping_mall,street_traffic,0.19535866,No
audio/tram-london-188-5799-a.wav,It is an ambient experimental electronic piece creating a dark meditative soundscape with a synthesizer and a guitar.,tram,tram,0.14207762,Yes
audio/street_pedestrian-stockholm-155-4694-a.wav,This is the sound of a woman singing in the background while people are having conversations.,street_pedestrian,street_pedestrian,0.13179621,Yes
audio/shopping_mall-prague-1031-40945-a.wav,It is the sound of wind blowing into a microphone.,shopping_mall,airport,0.12830713,No
audio/park-london-243-7261-a.wav,This is a recording of birds chirping in a forest.,park,park,0.17165151,Yes
audio/airport-lisbon-1114-40219-a.wav,It is the sound of a crowd in a crowded indoor location.,airport,public_square,0.23889503,No
audio/airport-paris-9-411-a.wav,It is the sound of a vehicle engine idling.,airport,bus,0.20264968,No
audio/street_pedestrian-lyon-1162-44971-a.wav,residential area,street_pedestrian,park,0.3877824,No
audio/street_traffic-paris-172-5290-a.wav,"This is a recording of a car engine starting up, revving a couple of times and then idling.",street_traffic,street_traffic,0.26792896,Yes
audio/metro_station-lyon-1028-42480-a.wav,This sound is an alarm and a car horn honking.,metro_station,bus,0.22897594,No
audio/street_pedestrian-helsinki-262-7933-a.wav,This is the sound of a bus passing by in a city environment.,street_pedestrian,bus,0.59530145,No
audio/shopping_mall-london-256-7708-a.wav,"This is the sound of someone walking in a crowded indoor location, such as a mall or a busy restaurant.",shopping_mall,street_pedestrian,0.34489498,No
audio/shopping_mall-prague-1219-44588-a.wav,It is the sound of people talking in a crowded indoor space.,shopping_mall,street_pedestrian,0.21016848,No
audio/metro-lyon-1126-40830-a.wav,"It is the sound of rail transport, specifically a subway or metro or underground.",metro,metro_station,0.40018737,No
audio/shopping_mall-london-131-3959-a.wav,It is the sound of a crowd in a large room such as a school or train station.,shopping_mall,metro_station,0.2937517,No
audio/bus-lyon-1073-40106-a.wav,It is the sound of a vehicle running on the road and people murmuring in the background.,bus,street_traffic,0.36897188,No
audio/bus-paris-28-939-a.wav,"This is the sound of a motor vehicle on the road, specifically a bus, with engine idling and also includes the sound of a clock ticking.",bus,bus,0.45023888,Yes
audio/street_pedestrian-barcelona-261-7919-a.wav,This is the sound of a mouse clicking continuously.,street_pedestrian,tram,0.16332857,No
audio/street_pedestrian-milan-1205-44244-a.wav,A crowded area with people talking and moving around.,street_pedestrian,street_traffic,0.28356338,No
audio/metro-milan-1141-41540-a.wav,The low quality recording features a muffled crowd chattering in the background and it sounds like it was recorded with a phone.,metro,street_traffic,0.18514338,No
audio/bus-helsinki-19-775-a.wav,"This is an amateur recording of a slow and weird electronic piece with a dark and space-like atmosphere. It features synthesizers, bass, drums, and electric guitar.",bus,airport,0.1805371,No
audio/metro_station-barcelona-230-6930-a.wav,There is a low rumbling sound in the background.,metro_station,tram,0.17113273,No
audio/airport-lyon-1041-43521-a.wav,"This is a low quality, noisy and mono recording of birds chirping and people murmuring in the background.",airport,street_traffic,0.19972308,No
audio/public_square-prague-1075-41468-a.wav,This is the sound of a basketball bouncing as it goes in and out of a hoop.,public_square,tram,0.26753223,No
audio/bus-lyon-1159-43539-a.wav,A crowd of people are having a conversation.,bus,street_traffic,0.15219872,No
audio/shopping_mall-prague-1219-44298-a.wav,"This is a low quality, noisy recording of people talking in a crowded indoor space.",shopping_mall,public_square,0.21033877,No
audio/metro_station-barcelona-229-6909-a.wav,"This is the sound of a crowded indoor environment, possibly a library or a large hall, where many people are conversing indistinctly.",metro_station,bus,0.23688266,No
audio/street_traffic-lyon-1220-44735-a.wav,The sound is of a car passing by quickly.,street_traffic,street_traffic,0.3229714,Yes
audio/tram-vienna-202-6092-a.wav,It is the sound of a vehicle engine idling.,tram,bus,0.20264968,No
audio/airport-milan-1089-40377-a.wav,People are murmuring in the distance.,airport,street_traffic,0.20463398,No
audio/park-milan-1018-40328-a.wav,This sound is of things and mechanisms.,park,tram,0.10452715,No
audio/metro_station-paris-77-2127-a.wav,This is the sound of an urban environment during the daytime. There is the hum of a bus passing by and the background noise of people talking and footsteps.,metro_station,bus,0.4247687,No
